sum_loss_all	loss_ciou	loss_conf
1	2.2094698	0.9782672	2.0136197	0.98022413	0	0
2	0.38449335	0.6798039	0.22532846	0.911844	0	0
3	0.14426503	0.5713697	0.12253215	-0.35404125	0	0
4	0.044562984	0.52554005	0.090000756	-0.97991747	0	0
5	0.028154058	0.49884862	0.07737203	-0.9910279	0	0
6	0.018369937	0.4836094	0.06938569	-0.9937669	0	0
7	0.010661503	0.46984825	0.063165486	-0.99488795	0	0
8	0.006239444	0.46238118	0.059565853	-0.9956453	0	0
9	0.003215309	0.45595598	0.057209462	-0.9958979	0	0
10	0.0010677816	0.45020267	0.055623263	-0.99575734	0	0
11	0.0001661539	0.44823512	0.054871775	-0.9952914	0	0
12	-0.0016640273	0.442653	0.053604405	-0.99533725	0	0
13	-0.0040202313	0.4379644	0.051722065	-0.9953874	0	0
14	-0.0044993544	0.43659827	0.051345076	-0.99504286	0	0
15	-0.0068959193	0.43152505	0.04951728	-0.99565727	0	0
16	-0.00822127	0.42900383	0.048417736	-0.99539393	0	0
17	-0.008655917	0.42678976	0.04815019	-0.9948513	0	0
18	-0.00945057	0.42508817	0.04749607	-0.9945546	0	0
19	-0.010549474	0.4247765	0.04647882	-0.9950597	0	0
20	-0.01063705	0.42317322	0.046481885	-0.99436235	0	0
21	-0.011630378	0.42214942	0.04562493	-0.9947024	0	0
22	-0.0123476125	0.41970393	0.045056712	-0.9937469	0	0
23	-0.013173108	0.419997	0.04422919	-0.9940203	0	0
24	-0.015417596	0.41763955	0.042253386	-0.9943496	0	0
25	-0.015348074	0.4170042	0.04229494	-0.99343413	0	0
26	-0.017481053	0.41539723	0.0403516	-0.9937237	0	0
27	-0.018947477	0.41565475	0.03890243	-0.994154	0	0
28	-0.016361792	0.41639233	0.041137427	-0.9913846	0	0
29	-0.020234782	0.41468593	0.037717395	-0.99420726	0	0
30	-0.016317945	0.41859135	0.04107009	-0.992472	0	0
31	-0.021342276	0.41426453	0.03663826	-0.99407005	0	0
32	-0.023235966	0.41308185	0.03488427	-0.9942842	0	0
33	-0.024123222	0.41196018	0.034126163	-0.9944535	0	0
34	-0.02533017	0.41111696	0.0329954	-0.9943729	0	0
35	-0.022989392	0.41112396	0.035276927	-0.99378747	0	0
